filename type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
string enum enum numeric numeric numeric enum enum
VELA12_a0.280_0015633__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 280 2.568 2.57142857143 8 F160W 81.3471 0.0503 82.0803 0.0396 23.7535 0.0072 4.8812 0.0654 2.39427905703 0.0320793760406 0.7717 0.0324 0.7328 0.0102 87.1512 1.7334 0.17095950145 8.163e-06
VELA12_a0.300_0015174__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 300 2.842 2.33333333333 0 F160W 86.9553 0.0423 86.7356 0.0429 23.4269 0.0066 5.2738 0.0573 2.63802275195 0.0286621987347 0.7652 0.0247 0.9263 0.0096 -16.7032 5.7429 0.18739955394 1.160e-06
VELA12_a0.300_0015174__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 300 2.842 2.33333333333 1 F160W 86.2260 0.0703 86.7567 0.0365 23.9824 0.0107 6.3730 0.0802 3.18785676328 0.0401170739707 0.5464 0.0289 0.3809 0.0069 -84.8766 0.5891 0.20876473432 2.849e-06
VELA12_a0.300_0015174__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 300 2.842 2.33333333333 5 F160W 85.8336 0.0437 86.8083 0.0325 23.5546 0.0065 5.1013 0.0575 2.55173602801 0.0287622413132 0.7584 0.0287 0.6440 0.0071 85.8357 1.0611 0.149737638326 3.593e-06
VELA12_a0.300_0015174__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 300 2.842 2.33333333333 6 F160W 86.1248 0.0512 86.6127 0.0315 23.8100 0.0083 5.3271 0.0654 2.66468409912 0.0327139231631 0.7082 0.0335 0.4709 0.0063 85.7661 0.7164 0.152128075515 2.632e-06
VELA12_a0.300_0015174__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 300 2.842 2.33333333333 7 F160W 85.9367 0.0439 86.4347 0.0361 23.5030 0.0060 5.0664 0.0587 2.53427859807 0.029362496784 0.7976 0.0280 0.7378 0.0079 -86.2836 1.4980 0.162765044263 4.240e-06
VELA12_a0.300_0015174__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 300 2.842 2.33333333333 8 F160W 85.8131 0.0454 86.5251 0.0340 23.4933 0.0061 5.1611 0.0568 2.58164875898 0.0284120922885 0.7294 0.0255 0.7167 0.0076 89.5626 1.3354 0.155530897222 5.150e-06
VELA12_a0.310_0015715__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 310 2.982 2.22580645161 0 F160W 88.7842 0.0427 88.6747 0.0414 23.2969 0.0062 5.3671 0.0538 2.70600426509 0.0271250823465 0.6763 0.0207 0.9866 0.0093 17.1360 27.7662 0.190315328953 3.761e-06
VELA12_a0.310_0015715__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 310 2.982 2.22580645161 1 F160W 88.2322 0.0593 88.5333 0.0259 23.8422 0.0095 5.8741 0.0697 2.96162539427 0.0351416029656 0.6458 0.0251 0.4031 0.0069 -85.2461 0.5909 0.18164522879 6.190e-06
VELA12_a0.310_0015715__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 310 2.982 2.22580645161 5 F160W 88.0650 0.0418 88.7910 0.0330 23.4349 0.0061 5.1471 0.0522 2.59508385401 0.0263183884477 0.7017 0.0245 0.6874 0.0073 -88.1598 1.1415 0.150110038727 5.571e-06
VELA12_a0.310_0015715__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 310 2.982 2.22580645161 6 F160W 88.0233 0.0548 88.5780 0.0292 23.6554 0.0087 6.0164 0.0640 3.03337073289 0.0322677559512 0.5549 0.0240 0.4050 0.0063 85.3723 0.5295 0.165532034323 6.412e-06
VELA12_a0.310_0015715__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 310 2.982 2.22580645161 7 F160W 87.9724 0.0428 88.6089 0.0351 23.3641 0.0057 5.2329 0.0534 2.63834281433 0.0269234088718 0.6549 0.0219 0.7892 0.0073 -88.8175 1.7156 0.16560914237 2.087e-06
VELA12_a0.310_0015715__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 310 2.982 2.22580645161 8 F160W 87.9890 0.0418 88.6274 0.0357 23.3641 0.0056 5.2087 0.0514 2.62614156911 0.0259150414983 0.7041 0.0226 0.7784 0.0077 -86.3689 1.6901 0.172320019941 2.175e-06
VELA12_a0.321_0015090__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 321 3.139 2.11526479751 0 F160W 91.6098 0.0394 91.1056 0.0408 23.1654 0.0056 5.7172 0.0512 2.90375116777 0.0260043482456 0.5730 0.0167 0.9810 0.0081 -8.1489 17.8636 0.184613681224 6.832e-06
VELA12_a0.321_0015090__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 321 3.139 2.11526479751 1 F160W 90.6516 0.0539 91.2166 0.0301 23.7797 0.0093 6.4000 0.0605 3.2505435307 0.0307277943136 0.4306 0.0219 0.3416 0.0060 -87.4875 0.4391 0.21815545738 6.281e-06
VELA12_a0.321_0015090__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 321 3.139 2.11526479751 5 F160W 90.2776 0.0397 91.0492 0.0313 23.2591 0.0057 5.3568 0.0484 2.72070493519 0.0245822354509 0.6463 0.0207 0.7067 0.0059 -87.4593 1.0571 0.142174743444 8.217e-06
VELA12_a0.321_0015090__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 321 3.139 2.11526479751 6 F160W 90.4210 0.0504 91.1721 0.0260 23.5655 0.0082 6.1732 0.0566 3.13535239433 0.0287469943496 0.4606 0.0218 0.3693 0.0056 88.9896 0.4322 0.136740262514 6.527e-06
VELA12_a0.321_0015090__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 321 3.139 2.11526479751 7 F160W 90.5976 0.0406 90.7367 0.0337 23.1915 0.0052 5.5138 0.0514 2.80044483118 0.0261059277309 0.6809 0.0202 0.7810 0.0069 88.2230 1.4734 0.164933182985 4.736e-06
VELA12_a0.321_0015090__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 321 3.139 2.11526479751 8 F160W 90.5536 0.0390 90.7955 0.0322 23.1925 0.0050 5.4163 0.0504 2.75092483208 0.0255980303043 0.6747 0.0198 0.7894 0.0068 86.8442 1.5215 0.15614168401 2.945e-06
VELA12_a0.340_0015337__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 340 3.413 1.94117647059 0 F160W 140.6480 0.1416 45.8751 0.1072 26.6811 0.0490 1.3772 0.2885 0.706163899033 0.147929338419 1.0439 0.9568 0.4570 0.1477 -82.9310 12.4334 0.257531309076 6.859e-06
VELA12_a0.340_0015337__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 340 3.413 1.94117647059 0 F160W 95.8989 0.0362 95.8600 0.0354 23.0818 0.0059 5.4107 0.0529 2.77435449354 0.0271246516547 0.9259 0.0237 0.9679 0.0089 -61.9357 11.2467 0.168773733335 6.859e-06
VELA12_a0.340_0015337__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 340 3.413 1.94117647059 1 F160W 94.8826 0.0539 95.6341 0.0329 23.6730 0.0074 5.4918 0.0740 2.81593878936 0.0379437471162 0.9469 0.0386 0.5338 0.0073 87.3734 0.8520 0.224704069055 4.889e-07
VELA12_a0.340_0015337__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 340 3.413 1.94117647059 1 F160W 122.1559 0.8078 146.0443 0.6841 26.5602 4.9236 0.0182 0.3703 0.00933211077723 0.189872561583 19.9970 127.0469 0.4156 0.8008 -19.1609 60.1834 0 4.889e-07
VELA12_a0.340_0015337__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 340 3.413 1.94117647059 5 F160W 75.1456 0.1318 83.6402 0.1663 26.1235 0.3067 2.3000 1.0632 1.17933268064 0.545159350459 14.2619 12.8435 0.4527 0.1346 -31.8757 9.2256 0.377739125627 7.810e-07
VELA12_a0.340_0015337__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 340 3.413 1.94117647059 5 F160W 94.9425 0.0369 95.7987 0.0301 23.1222 0.0052 5.4054 0.0524 2.77163690084 0.026868274985 0.9364 0.0261 0.7380 0.0071 87.1910 1.2777 0.146541354259 7.810e-07
VELA12_a0.340_0015337__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 340 3.413 1.94117647059 6 F160W 94.8232 0.0597 95.6439 0.0277 23.5914 0.0086 6.6083 0.0696 3.38842789281 0.0356876324228 0.6917 0.0282 0.3361 0.0056 -89.5667 0.4226 0.170461308888 9.056e-06
VELA12_a0.340_0015337__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 340 3.413 1.94117647059 6 F160W 32.3846 19.4000 146.5755 11.1481 26.5865 529.9875 0.0124 21.0016 0.00635814140866 10.7686405329 4.3031 3054.4397 0.8945 155.2130 14.3223 98415.2969 0 9.056e-06
VELA12_a0.340_0015337__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 340 3.413 1.94117647059 7 F160W 118.7169 0.1239 73.9662 0.1110 26.6992 0.0452 1.3151 0.1583 0.674321916656 0.0811688536283 1.7068 1.0707 0.4403 0.1514 -45.0269 11.3527 0.345588164013 2.699e-06
VELA12_a0.340_0015337__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 340 3.413 1.94117647059 7 F160W 94.8839 0.0377 95.4611 0.0322 23.0943 0.0054 5.4422 0.0512 2.79050622373 0.0262529709777 0.8863 0.0238 0.8190 0.0079 -85.9250 1.8577 0.150601182351 2.699e-06
VELA12_a0.340_0015337__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 340 3.413 1.94117647059 8 F160W 111.5414 0.3712 72.8867 0.1586 26.6983 2.9346 1.1748 4.2161 0.602382623137 2.16181935428 0.8823 1.0257 0.0404 0.7529 -37.6201 36.0503 0.0295584460066 6.219e-06
VELA12_a0.340_0015337__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 340 3.413 1.94117647059 8 F160W 94.8627 0.0378 95.4555 0.0331 23.0825 0.0053 5.4473 0.0504 2.79312126576 0.0258427683062 0.8844 0.0234 0.8206 0.0074 89.9733 1.8846 0.163420997339 6.219e-06
VELA12_a0.350_0014778__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 350 3.560 1.85714285714 0 F160W 98.3439 0.0264 98.4693 0.0281 22.9760 0.0055 5.2823 0.0490 2.71797288937 0.0252126292673 0.9487 0.0228 0.9456 0.0079 -51.8588 6.0836 0.148707471067 4.436e-06
VELA12_a0.350_0014778__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 350 3.560 1.85714285714 1 F160W 97.0717 0.0515 98.1035 0.0262 23.5652 0.0081 6.1622 0.0678 3.17071967492 0.0348860462107 0.7126 0.0288 0.3635 0.0058 -89.7955 0.4361 0.173923040106 3.531e-06
VELA12_a0.350_0014778__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 350 3.560 1.85714285714 5 F160W 97.3562 0.0329 98.3151 0.0290 23.0016 0.0048 5.2270 0.0485 2.68951863633 0.0249553575401 0.9399 0.0235 0.7585 0.0067 88.9737 1.2476 0.131089737874 2.746e-06
VELA12_a0.350_0014778__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 350 3.560 1.85714285714 6 F160W 97.5544 0.0488 98.1108 0.0240 23.5191 0.0081 5.8726 0.0611 3.02170789052 0.031438605066 0.6787 0.0245 0.3628 0.0059 -89.9910 0.4324 0.133879662556 4.635e-06
VELA12_a0.350_0014778__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 350 3.560 1.85714285714 7 F160W 97.3277 0.0331 97.8569 0.0302 22.9809 0.0051 5.1890 0.0465 2.66996598507 0.0239262706313 0.9390 0.0234 0.8287 0.0071 -82.8462 1.8292 0.14103650164 2.412e-06
VELA12_a0.350_0014778__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 350 3.560 1.85714285714 8 F160W 97.2621 0.0336 97.9204 0.0289 22.9890 0.0052 5.2789 0.0467 2.71622344162 0.0240291793221 0.9207 0.0230 0.8087 0.0072 -83.8514 1.6157 0.139024376846 1.013e-06
VELA12_a0.360_0014855__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 360 3.709 1.77777777778 0 F160W 100.8286 0.0302 100.9568 0.0323 22.9749 0.0054 5.0694 0.0468 2.61491571567 0.0241405403979 1.0297 0.0250 0.9252 0.0086 23.1442 4.5724 0.16383955955 4.037e-06
VELA12_a0.360_0014855__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 360 3.709 1.77777777778 1 F160W 99.0229 0.0499 100.5297 0.0248 23.5132 0.0080 6.1077 0.0588 3.15049526898 0.0303304225512 0.5986 0.0233 0.3580 0.0057 -88.9980 0.4241 0.170203434422 1.257e-05
VELA12_a0.360_0014855__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 360 3.709 1.77777777778 5 F160W 99.8642 0.0306 100.7403 0.0280 23.0019 0.0053 4.7764 0.0458 2.46377942642 0.0236247168852 0.9748 0.0248 0.8639 0.0076 88.3550 2.4762 0.14244494331 6.307e-06
VELA12_a0.360_0014855__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 360 3.709 1.77777777778 6 F160W 100.2146 0.0507 100.6190 0.0243 23.5166 0.0079 5.9330 0.0630 3.0603809013 0.0324968813049 0.6899 0.0264 0.3553 0.0056 88.6639 0.4389 0.108465550607 1.048e-05
VELA12_a0.360_0014855__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 360 3.709 1.77777777778 7 F160W 99.9298 0.0301 100.2730 0.0280 22.9763 0.0052 4.9111 0.0463 2.5332608536 0.0238826286415 1.0686 0.0258 0.8661 0.0080 84.4131 2.5083 0.128613442765 5.991e-06
VELA12_a0.360_0014855__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 360 3.709 1.77777777778 8 F160W 99.8843 0.0313 100.3572 0.0279 22.9760 0.0053 4.9198 0.0458 2.53774851816 0.0236247168852 1.0503 0.0258 0.8572 0.0079 84.6715 2.3288 0.139593831381 5.958e-06
VELA12_a0.371_0015829__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 371 3.874 1.69541778976 0 F160W 104.0422 0.0298 104.2009 0.0303 22.9483 0.0054 5.1292 0.0453 2.65004507198 0.0234046326446 0.9510 0.0223 0.9571 0.0081 25.3470 7.6778 0.168899728228 7.070e-06
VELA12_a0.371_0015829__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 371 3.874 1.69541778976 1 F160W 102.0810 0.0464 103.7343 0.0241 23.4475 0.0074 5.8389 0.0569 3.01671765007 0.029397871909 0.7910 0.0264 0.3578 0.0053 89.1095 0.4212 0.147273606528 6.939e-06
VELA12_a0.371_0015829__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 371 3.874 1.69541778976 5 F160W 102.6658 0.0319 103.8803 0.0286 22.9483 0.0054 4.9496 0.0441 2.55725319509 0.0227846423758 0.9793 0.0240 0.8659 0.0077 88.2335 2.4192 0.152180720248 3.945e-06
VELA12_a0.371_0015829__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 371 3.874 1.69541778976 6 F160W 103.1480 0.0469 103.8547 0.0233 23.4046 0.0075 5.8338 0.0569 3.01408269143 0.029397871909 0.7494 0.0252 0.3646 0.0055 89.7893 0.4165 0.141055510732 3.873e-06
VELA12_a0.371_0015829__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 371 3.874 1.69541778976 7 F160W 102.7154 0.0306 103.2438 0.0289 22.9349 0.0051 5.1243 0.0466 2.64751344505 0.024076288769 1.0270 0.0236 0.8729 0.0076 82.2190 2.5721 0.143183377363 1.958e-06
VELA12_a0.371_0015829__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 371 3.874 1.69541778976 8 F160W 102.7171 0.0304 103.3844 0.0282 22.9350 0.0052 5.0412 0.0470 2.60457911894 0.0242829521919 1.1005 0.0250 0.8745 0.0081 78.4987 2.5352 0.144415489044 2.713e-06
VELA12_a0.380_0015087__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 380 4.010 1.63157894737 0 F160W 106.3604 0.0307 106.2143 0.0294 22.8922 0.0055 4.8956 0.0469 2.53057079631 0.0242429467986 1.1375 0.0261 0.9829 0.0090 -75.8266 20.5521 0.144502057597 1.126e-06
VELA12_a0.380_0015087__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 380 4.010 1.63157894737 1 F160W 105.2612 0.0493 106.1650 0.0234 23.4683 0.0078 6.0023 0.0575 3.10263197376 0.0297221629194 0.6509 0.0223 0.3765 0.0052 88.6038 0.4562 0.136162226879 5.647e-06
VELA12_a0.380_0015087__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 380 4.010 1.63157894737 5 F160W 105.5258 0.0306 106.0482 0.0256 22.9007 0.0052 4.8779 0.0446 2.52142153921 0.0230540602818 1.0694 0.0238 0.8612 0.0079 88.7043 2.3332 0.131608493794 2.405e-06
VELA12_a0.380_0015087__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 380 4.010 1.63157894737 6 F160W 105.3764 0.0421 106.2376 0.0225 23.3100 0.0069 5.6068 0.0541 2.89819518359 0.0279646785033 0.9088 0.0295 0.3762 0.0052 -87.8208 0.4150 0.120140622611 3.799e-06
VELA12_a0.380_0015087__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 380 4.010 1.63157894737 7 F160W 105.6780 0.0284 105.7457 0.0271 22.8903 0.0051 4.8460 0.0433 2.50493220013 0.0223820809462 1.1137 0.0260 0.8869 0.0078 88.3235 2.9199 0.126680534451 1.303e-06
VELA12_a0.380_0015087__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 380 4.010 1.63157894737 8 F160W 105.6473 0.0289 105.8056 0.0265 22.8883 0.0052 4.8984 0.0446 2.53201813642 0.0230540602818 1.1282 0.0258 0.8897 0.0081 -86.7680 2.9250 0.125029031856 7.676e-07
VELA12_a0.390_0015411__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 390 4.162 1.5641025641 0 F160W 109.3286 0.0289 109.4328 0.0274 22.7923 0.0053 4.9893 0.0455 2.57815613191 0.0235115354863 1.1801 0.0253 0.9665 0.0084 68.0891 9.6121 0.149584116055 1.821e-06
VELA12_a0.390_0015411__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 390 4.162 1.5641025641 1 F160W 107.9377 0.0450 109.2087 0.0235 23.3314 0.0072 6.0519 0.0545 3.1272409145 0.0281621688792 0.7314 0.0250 0.3649 0.0050 -89.4932 0.4001 0.115908377198 3.617e-06
VELA12_a0.390_0015411__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 390 4.162 1.5641025641 5 F160W 108.4742 0.0266 109.3237 0.0251 22.7974 0.0050 4.8312 0.0417 2.49646000531 0.0215479347204 1.1368 0.0243 0.8887 0.0077 -86.6770 2.7685 0.121421356678 2.721e-06
VELA12_a0.390_0015411__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 390 4.162 1.5641025641 6 F160W 108.8649 0.0397 109.2819 0.0213 23.2236 0.0066 5.6323 0.0510 2.91041805098 0.0263535892264 0.8680 0.0264 0.3759 0.0050 -89.7440 0.3943 0.109293813169 5.200e-06
VELA12_a0.390_0015411__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 390 4.162 1.5641025641 7 F160W 108.4684 0.0272 108.8527 0.0268 22.7996 0.0049 4.8290 0.0413 2.49532318381 0.021341239903 1.1349 0.0243 0.9184 0.0079 87.9628 3.8628 0.12973979919 2.480e-06
VELA12_a0.390_0015411__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 390 4.162 1.5641025641 8 F160W 108.4240 0.0280 108.9029 0.0258 22.7933 0.0050 4.8353 0.0420 2.49857862719 0.0217029558335 1.1348 0.0248 0.9218 0.0079 -89.5998 3.9174 0.130948424691 3.417e-06
VELA12_a0.401_0005585__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 401 4.331 1.49376558603 0 F160W 111.9109 0.0547 112.1172 0.0540 24.7353 0.0146 2.5279 0.0774 1.30445183579 0.0399400973495 1.2151 0.1204 0.9058 0.0308 -4.5234 13.7404 0.166687203266 3.061e-06
VELA12_a0.401_0005585__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 401 4.331 1.49376558603 1 F160W 111.9171 0.0556 112.0003 0.0380 24.8100 0.0159 2.5691 0.0643 1.32571193928 0.033180210072 0.9491 0.1329 0.4328 0.0282 -81.2047 1.8946 0.124745148579 3.816e-06
VELA12_a0.401_0005585__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 401 4.331 1.49376558603 1 F160W 99.9927 0.1320 209.9218 0.1677 26.5224 0.0428 2.7075 0.2105 1.39712937434 0.108622616177 0.5381 0.2170 0.7811 0.0681 -33.4925 15.4061 0.570363717121 3.816e-06
VELA12_a0.401_0005585__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 401 4.331 1.49376558603 5 F160W 112.1005 0.0456 111.9574 0.0517 24.7147 0.0145 2.3254 0.0716 1.19995739505 0.036947170158 1.1382 0.1203 0.9726 0.0329 37.0707 47.5824 0.154269369442 2.807e-06
VELA12_a0.401_0005585__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 401 4.331 1.49376558603 6 F160W 112.0141 0.0521 111.9717 0.0398 24.8370 0.0152 2.4988 0.0727 1.28943559764 0.0375147942805 1.1327 0.1649 0.4285 0.0291 83.6541 2.0320 0.140128763277 2.163e-06
VELA12_a0.401_0005585__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 401 4.331 1.49376558603 7 F160W 112.0314 0.0548 111.8886 0.0508 24.7171 0.0151 2.3516 0.0757 1.2134771696 0.0390628600692 1.2810 0.1339 0.9970 0.0339 55.0944 450.8153 0.161623683197 3.357e-06
VELA12_a0.401_0005585__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 401 4.331 1.49376558603 8 F160W 112.0717 0.0509 111.9430 0.0494 24.7175 0.0150 2.3586 0.0819 1.21708932311 0.0422621960326 1.3581 0.1418 0.9218 0.0327 -85.6156 17.5282 0.155009353669 2.508e-06
VELA12_a0.401_0005585__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 401 4.331 1.49376558603 8 F160W 165.8056 0.1583 128.7322 0.1958 27.1288 0.0674 1.6531 0.3648 0.853035851789 0.188244799911 1.7375 1.3907 0.6799 0.2056 -9.5527 24.9558 0.586914316992 2.508e-06
VELA12_a0.411_0006458__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 411 4.486 1.43309002433 0 F160W 114.7738 0.0394 115.4038 0.0454 24.6178 0.0140 2.8801 0.0880 1.48297926416 0.0453116819714 1.5198 0.1344 0.7741 0.0271 28.1479 4.9919 0.188341283498 7.504e-07
VELA12_a0.411_0006458__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 411 4.486 1.43309002433 1 F160W 114.8102 0.0532 115.1197 0.0382 24.7558 0.0149 2.5278 0.0712 1.30157806463 0.0366612699587 1.1601 0.1495 0.4770 0.0282 66.6607 2.1831 0.128595169379 3.695e-06
VELA12_a0.411_0006458__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 411 4.486 1.43309002433 1 F160W 107.4414 0.1116 160.5741 0.1356 26.9775 0.0560 1.8390 0.3291 0.946911172107 0.169455392464 1.3911 0.9544 0.6352 0.0962 32.3033 16.5381 0.573937859054 3.695e-06
VELA12_a0.411_0006458__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 411 4.486 1.43309002433 5 F160W 115.1068 0.0459 115.0515 0.0494 24.6901 0.0141 2.1859 0.0795 1.12553188206 0.0409349854173 1.5212 0.1576 0.9519 0.0340 8.5332 29.8928 0.13478019888 4.176e-07
VELA12_a0.411_0006458__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA12 411 4.486 1.43309002433 5 F160W 119.6324 0.2831 150.2611 0.7120 26.9913 0.4594 1.0156 0.4527 0.522938002388 0.233097709414 2.0208 2.0084 0.0529 0.4487 32.3916 9.9758 0.737469595055 4.176e-07
VELA12_a0.411_0006458__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 411 4.486 1.43309002433 6 F160W 115.1204 0.0501 114.9665 0.0364 24.8214 0.0151 2.3030 0.0807 1.18582731341 0.0415528719897 1.4865 0.1892 0.4812 0.0297 75.4698 2.3302 0.091193994896 1.443e-06
