filename type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
string enum enum numeric numeric numeric enum enum
VELA28MRP_0.325032_0003038__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 325032 3.196 2.07692307692 6 F160W 46.7103 0.0479 46.5898 0.1099 24.2754 0.0147 7.9826 0.1664 4.0637951468 0.0847111858827 1.1114 0.0697 0.3280 0.0091 -12.4703 0.6900 0.378319211772 1.912e-05
VELA28MRP_0.325032_0003038__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 325032 3.196 2.07692307692 7 F160W 45.9752 0.0615 45.9515 0.0445 24.3298 0.0103 4.3298 0.0965 2.20422171055 0.0491263788322 1.3121 0.0841 0.5500 0.0158 -86.5574 1.5532 0.20518533569 -1.258e-06
VELA28MRP_0.325032_0003038__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 325032 3.196 2.07692307692 8 F160W 45.8844 0.0624 46.0458 0.0454 24.3485 0.0109 4.3798 0.0942 2.22967579284 0.0479554910466 1.2523 0.0807 0.5372 0.0158 87.7350 1.4374 0.202622139191 1.237e-06
VELA28MRP_0.328348_0001435__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 328348 3.239 2.0487804878 0 F160W 44.4571 0.0434 48.6832 0.0479 23.9821 0.0102 5.6450 0.0880 2.87845628978 0.044872303543 1.1087 0.0543 0.3716 0.0074 39.9405 0.6844 0.200246258296 1.357e-05
VELA28MRP_0.328348_0001435__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 328348 3.239 2.0487804878 1 F160W 49.0123 0.0430 46.7757 0.0276 23.8814 0.0075 4.4128 0.0852 2.25014205767 0.0434445484303 1.7676 0.0917 0.3811 0.0104 -74.4421 0.7702 0.139484376525 6.285e-06
VELA28MRP_0.328348_0001435__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 328348 3.239 2.0487804878 5 F160W 44.6031 0.0462 46.9116 0.0355 24.0678 0.0097 3.6561 0.0681 1.86429123845 0.0347250439918 1.3692 0.0730 0.6829 0.0154 76.5359 2.1107 0.14033918514 1.319e-05
VELA28MRP_0.328348_0001435__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 328348 3.239 2.0487804878 6 F160W 43.7266 0.0513 47.7393 0.0300 23.9550 0.0099 5.5031 0.0963 2.80609970031 0.0491045776272 1.3499 0.0662 0.4041 0.0072 60.6590 0.7642 0.214300504994 2.394e-05
VELA28MRP_0.328348_0001435__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 328348 3.239 2.0487804878 7 F160W 44.9110 0.0445 45.6384 0.0297 24.0880 0.0098 3.7625 0.0597 1.91854593273 0.0304417786536 1.1140 0.0533 0.5298 0.0135 -62.9750 1.2393 0.14704113378 1.072e-05
VELA28MRP_0.328348_0001435__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 328348 3.239 2.0487804878 8 F160W 44.9208 0.0403 45.9088 0.0279 24.0808 0.0098 3.6299 0.0604 1.8509315299 0.0307987174318 1.3013 0.0710 0.5878 0.0145 -67.1662 1.5791 0.146199771802 8.152e-06
VELA28MRP_0.331856_0003135__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 331856 3.297 2.01204819277 0 F160W 46.1485 0.0470 48.2600 0.0494 24.0604 0.0115 6.8309 0.1613 3.49021264686 0.0824153918135 2.0485 0.0955 0.3536 0.0079 43.5381 0.7422 0.281455456744 -6.191e-06
VELA28MRP_0.331856_0003135__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 331856 3.297 2.01204819277 1 F160W 47.9660 0.0586 46.8093 0.0360 24.0733 0.0108 5.9834 0.1427 3.05718695212 0.0729118190439 2.1806 0.1081 0.3506 0.0092 75.3176 0.7848 0.242449825312 -6.095e-07
VELA28MRP_0.331856_0003135__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 331856 3.297 2.01204819277 5 F160W 46.8207 0.0445 47.5864 0.0556 24.0913 0.0105 4.5370 0.0897 2.31815643309 0.0458317460984 2.0134 0.0985 0.6342 0.0171 -10.6544 1.8638 0.240436175278 1.269e-07
VELA28MRP_0.331856_0003135__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 331856 3.297 2.01204819277 6 F160W 48.4728 0.0689 46.7867 0.0400 24.0710 0.0142 6.9663 0.2046 3.55939456907 0.104539300465 2.4651 0.1161 0.3596 0.0094 74.0194 0.8256 0.28353549932 -6.309e-06
VELA28MRP_0.331856_0003135__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 331856 3.297 2.01204819277 7 F160W 46.7137 0.0416 47.3296 0.0345 24.1881 0.0104 4.2402 0.0822 2.1665080246 0.0419996603042 1.9544 0.1039 0.5891 0.0166 53.2483 1.8149 0.181214007983 1.494e-06
VELA28MRP_0.331856_0003135__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 331856 3.297 2.01204819277 8 F160W 46.7330 0.0368 47.3047 0.0421 24.1678 0.0108 4.2000 0.0918 2.14596804474 0.0469047301208 2.0085 0.1173 0.5929 0.0174 44.8777 1.8110 0.182661004881 4.917e-06
VELA28MRP_0.335349_0002947__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 335349 3.341 1.98507462687 0 F160W 47.5545 0.0482 47.8508 0.0554 24.0671 0.0168 7.6558 0.2520 3.91718747434 0.128939006183 2.5840 0.1170 0.3573 0.0086 42.4095 0.7960 0.336985136337 -1.346e-05
VELA28MRP_0.335349_0002947__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 335349 3.341 1.98507462687 1 F160W 47.7438 0.0662 47.4263 0.0376 24.1022 0.0116 6.2849 0.1461 3.21574904745 0.0747539238226 1.8745 0.0934 0.3449 0.0081 80.9724 0.7268 0.201847903266 2.240e-05
VELA28MRP_0.335349_0002947__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 335349 3.341 1.98507462687 5 F160W 47.1895 0.0410 47.4445 0.0535 24.0829 0.0113 4.7875 0.0887 2.44958528611 0.0453844835254 2.2267 0.1182 0.6267 0.0171 -10.3172 1.8389 0.20894470868 8.179e-06
VELA28MRP_0.335349_0002947__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 335349 3.341 1.98507462687 6 F160W 47.7788 0.0656 47.4646 0.0401 23.9431 0.0214 8.3039 0.3491 4.24879608508 0.178621456581 3.2608 0.1757 0.3464 0.0084 76.9241 0.7570 0.311153482503 -3.117e-05
VELA28MRP_0.335349_0002947__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 335349 3.341 1.98507462687 7 F160W 47.3233 0.0388 47.4681 0.0306 24.0716 0.0113 4.2017 0.1033 2.14985326301 0.0528547592805 2.5314 0.1552 0.5292 0.0157 54.1838 1.3751 0.140043766204 -4.000e-06
VELA28MRP_0.335349_0002947__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 335349 3.341 1.98507462687 8 F160W 47.3367 0.0320 47.3968 0.0333 24.1018 0.0104 4.0116 0.1024 2.05258617938 0.0523942628298 2.3349 0.1497 0.5950 0.0169 45.8814 1.6378 0.16509714212 4.636e-07
VELA28MRP_0.338885_0003051__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 338885 3.399 1.94985250737 0 F160W 47.0078 0.0402 45.9339 0.0597 23.9484 0.0116 5.8651 0.1412 3.00613206417 0.0723714595592 2.1895 0.0890 0.4846 0.0122 0.3164 1.0677 0.265852087501 7.800e-06
VELA28MRP_0.338885_0003051__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 338885 3.399 1.94985250737 1 F160W 45.7899 0.0652 46.6925 0.0357 24.0560 0.0120 6.3342 0.1522 3.24656727436 0.0780094627826 2.0531 0.1088 0.3081 0.0087 -71.8650 0.6747 0.231801365312 2.470e-05
VELA28MRP_0.338885_0003051__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 338885 3.399 1.94985250737 5 F160W 47.3545 0.0396 46.3161 0.0517 24.0493 0.0116 4.3185 0.0983 2.21342881095 0.0503832469877 2.3271 0.1423 0.6478 0.0181 19.6590 2.0991 0.184637306463 1.567e-05
VELA28MRP_0.338885_0003051__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 338885 3.399 1.94985250737 6 F160W 46.1319 0.0429 46.6586 0.0455 23.9774 0.0125 6.1381 0.1578 3.14605705326 0.0808797189691 2.3692 0.1055 0.3805 0.0094 -42.3036 0.8294 0.273504869947 2.015e-05
VELA28MRP_0.338885_0003051__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 338885 3.399 1.94985250737 7 F160W 47.5959 0.0451 46.9568 0.0400 24.1074 0.0110 3.4524 0.0954 1.76951293897 0.0488968643197 2.4024 0.1663 0.6624 0.0209 85.0110 2.2731 0.14414258842 1.469e-05
VELA28MRP_0.338885_0003051__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 338885 3.399 1.94985250737 8 F160W 47.5999 0.0368 46.9546 0.0309 24.1041 0.0109 3.3819 0.0911 1.73337846376 0.0466929176051 2.2664 0.1525 0.6997 0.0204 75.7468 2.5945 0.151685070751 2.076e-05
VELA28MRP_0.342550_0002561__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 342550 3.457 1.91545189504 0 F160W 49.8831 0.0417 49.5901 0.0275 23.8628 0.0076 4.5616 0.0707 2.34167337985 0.036293473333 1.2200 0.0613 0.4645 0.0102 -58.6104 0.8607 0.145099207037 2.630e-05
VELA28MRP_0.342550_0002561__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 342550 3.457 1.91545189504 1 F160W 47.2461 0.0321 44.7746 0.0713 23.9538 0.0109 6.8377 0.0805 3.51009734949 0.0413242518148 0.5237 0.0304 0.2852 0.0067 -12.4714 0.4421 0.262356381009 3.956e-05
VELA28MRP_0.342550_0002561__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 342550 3.457 1.91545189504 5 F160W 46.8889 0.0353 45.4646 0.0550 23.8357 0.0095 5.4418 0.0650 2.79351942268 0.0333674082976 0.5917 0.0295 0.5262 0.0067 -21.2542 0.8987 0.219793196786 3.047e-05
VELA28MRP_0.342550_0002561__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 342550 3.457 1.91545189504 6 F160W 45.3009 0.0480 44.2544 0.0695 23.8994 0.0110 7.6655 0.0886 3.93504412778 0.0454823442334 0.3852 0.0241 0.3539 0.0064 -33.5324 0.4839 0.298783759933 5.829e-05
VELA28MRP_0.342550_0002561__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 342550 3.457 1.91545189504 7 F160W 47.9767 0.0318 45.9861 0.0422 23.8705 0.0073 4.3590 0.0630 2.23766973491 0.0323407188115 0.8713 0.0382 0.5261 0.0099 5.3054 1.0038 0.16017573576 1.847e-05
VELA28MRP_0.342550_0002561__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 342550 3.457 1.91545189504 8 F160W 47.7954 0.0334 45.9395 0.0516 23.8675 0.0079 4.5286 0.0639 2.32473300333 0.0328027290803 0.8014 0.0398 0.5359 0.0093 1.8930 1.0299 0.194841589977 1.975e-05
VELA28MRP_0.345959_0001733__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 345959 3.501 1.8901734104 0 F160W 49.0308 0.0395 49.9921 0.0830 23.9871 0.0124 8.1995 0.1719 4.2136359668 0.0883375843275 1.5779 0.0764 0.3232 0.0077 -13.9445 0.6219 0.35756627381 2.909e-05
VELA28MRP_0.345959_0001733__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 345959 3.501 1.8901734104 1 F160W 50.5463 0.0884 48.1253 0.0324 23.9337 0.0112 8.5734 0.1248 4.40577920578 0.0641333945554 1.0594 0.0510 0.2308 0.0060 78.6634 0.3833 0.361598876312 2.376e-05
VELA28MRP_0.345959_0001733__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 345959 3.501 1.8901734104 5 F160W 47.6098 0.0359 49.4069 0.0473 23.9526 0.0099 5.7177 0.1127 2.93826530488 0.057915333064 1.6074 0.0781 0.5012 0.0104 37.1161 1.0426 0.282801143586 1.991e-05
VELA28MRP_0.345959_0001733__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 345959 3.501 1.8901734104 6 F160W 49.8493 0.0486 46.6955 0.0772 23.9987 0.0127 8.5049 0.1527 4.37057778329 0.078470908242 1.2585 0.0620 0.3013 0.0073 33.2766 0.5356 0.405313520888 3.229e-05
VELA28MRP_0.345959_0001733__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 345959 3.501 1.8901734104 7 F160W 46.9696 0.0557 48.9719 0.0362 23.9700 0.0091 5.1431 0.0914 2.64298446745 0.0469694892817 1.3875 0.0692 0.4605 0.0105 78.4223 0.8985 0.239323648447 1.604e-05
VELA28MRP_0.345959_0001733__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 345959 3.501 1.8901734104 8 F160W 47.1865 0.0500 49.0371 0.0329 23.9350 0.0079 4.9658 0.0952 2.55187188047 0.0489222689237 1.6535 0.0815 0.4918 0.0108 74.5447 1.0325 0.234573167963 6.171e-06
VELA28MRP_0.349344_0002512__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 349344 3.546 1.86532951289 0 F160W 48.6234 0.0341 48.2270 0.0598 23.9986 0.0132 7.0602 0.1925 3.63167947706 0.0990196169136 2.4192 0.1148 0.3637 0.0093 -32.8322 0.7994 0.251363814112 -5.003e-06
VELA28MRP_0.349344_0002512__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 349344 3.546 1.86532951289 1 F160W 48.2558 0.0666 49.1004 0.0368 23.9588 0.0116 7.3976 0.1777 3.80523386016 0.0914066801327 2.1814 0.0964 0.2871 0.0073 83.4370 0.5802 0.285222486573 -3.054e-06
VELA28MRP_0.349344_0002512__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 349344 3.546 1.86532951289 5 F160W 49.1058 0.0358 48.7451 0.0358 24.0030 0.0129 4.5974 0.1075 2.36484564571 0.0552966691855 2.6304 0.1613 0.6051 0.0175 48.4524 1.7363 0.18963366083 -8.160e-07
VELA28MRP_0.349344_0002512__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 349344 3.546 1.86532951289 6 F160W 49.5333 0.0449 49.5759 0.0551 23.9959 0.0125 7.1880 0.1870 3.69741821494 0.0961904850018 2.3439 0.1040 0.3533 0.0082 -33.6391 0.7689 0.282591992727 -4.479e-06
VELA28MRP_0.349344_0002512__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 349344 3.546 1.86532951289 7 F160W 48.8663 0.0468 48.9940 0.0369 24.0682 0.0106 3.7979 0.1015 1.95359274325 0.0522103434635 2.4093 0.1564 0.6366 0.0194 -82.4187 2.0152 0.156813545662 1.889e-06
VELA28MRP_0.349344_0002512__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 349344 3.546 1.86532951289 8 F160W 48.8720 0.0444 48.9522 0.0391 24.0665 0.0099 3.7725 0.0961 1.9405272977 0.0494326503138 2.5471 0.1545 0.6178 0.0189 -88.1385 1.9167 0.156922506439 4.312e-06
VELA28MRP_0.352601_0002876__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 352601 3.605 1.8328611898 0 F160W 50.0104 0.0626 49.8566 0.0404 24.0309 0.0136 7.6639 0.2230 3.9467583569 0.114840631218 2.4985 0.1202 0.3242 0.0085 -57.7914 0.7096 0.314927316732 -6.669e-06
VELA28MRP_0.352601_0002876__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 352601 3.605 1.8328611898 1 F160W 50.0362 0.0766 49.4849 0.0434 24.0449 0.0131 8.0015 0.2112 4.12061574299 0.108763862391 2.1351 0.1031 0.3491 0.0084 75.8027 0.7641 0.39812935181 -1.197e-05
VELA28MRP_0.352601_0002876__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 352601 3.605 1.8328611898 5 F160W 49.2340 0.0529 49.6470 0.0430 24.0935 0.0148 4.6601 0.1210 2.3998602042 0.0623126294947 2.6814 0.1556 0.6434 0.0193 85.2345 2.1037 0.210552989757 -5.735e-06
VELA28MRP_0.352601_0002876__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 352601 3.605 1.8328611898 6 F160W 48.9952 0.0625 49.3866 0.0395 24.0457 0.0161 7.6090 0.2437 3.91848593244 0.125500725685 2.5535 0.1098 0.3748 0.0096 -68.5230 0.8642 0.300480034876 -1.907e-05
VELA28MRP_0.352601_0002876__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 352601 3.605 1.8328611898 7 F160W 49.1752 0.0424 49.4297 0.0316 24.0908 0.0105 4.1231 0.1015 2.12331572454 0.0522705115183 2.3227 0.1426 0.5865 0.0174 -47.9495 1.5979 0.155926915603 -4.441e-08
VELA28MRP_0.352601_0002876__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 352601 3.605 1.8328611898 8 F160W 49.2017 0.0393 49.4795 0.0324 24.0896 0.0101 4.0929 0.0949 2.10776331619 0.0488716408186 2.3615 0.1444 0.6204 0.0174 -56.4697 1.8630 0.154520270052 1.738e-06
VELA28MRP_0.355522_0002633__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 355522 3.649 1.80898876404 0 F160W 50.2238 0.0645 50.0348 0.0469 24.1467 0.0138 6.1814 0.1754 3.18571941158 0.0903962184605 2.3201 0.1052 0.5124 0.0141 -88.3367 1.3243 0.295873983661 -6.040e-06
VELA28MRP_0.355522_0002633__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 355522 3.649 1.80898876404 1 F160W 50.1165 0.0645 49.8934 0.0593 24.1529 0.0137 8.1603 0.2027 4.20558872009 0.104465869338 1.8684 0.0995 0.2940 0.0083 46.2280 0.6142 0.38409614017 -3.773e-06
VELA28MRP_0.355522_0002633__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 355522 3.649 1.80898876404 5 F160W 49.9056 0.0528 50.0028 0.0477 24.1639 0.0145 4.5371 0.1149 2.3382935164 0.0592162229254 2.6101 0.1687 0.6949 0.0203 87.7670 2.7155 0.237960659157 -9.972e-07
VELA28MRP_0.355522_0002633__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 355522 3.649 1.80898876404 6 F160W 49.8568 0.0445 49.7924 0.0723 24.1537 0.0135 7.8928 0.2252 4.06772675636 0.116061735446 2.1219 0.1062 0.4076 0.0094 -26.0419 0.9329 0.395816163857 -3.279e-06
VELA28MRP_0.355522_0002633__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 355522 3.649 1.80898876404 7 F160W 49.8847 0.0417 49.9299 0.0339 24.1587 0.0124 4.1606 0.1082 2.14425602353 0.0557632316843 2.8608 0.1908 0.6058 0.0204 -55.6071 1.9115 0.181538619912 -7.818e-06
VELA28MRP_0.359040_0002721__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 359040 3.694 1.78551532033 0 F160W 50.8283 0.0542 50.2527 0.0522 24.1451 0.0138 7.5685 0.2144 3.90321223528 0.110569954845 2.3326 0.1107 0.3543 0.0085 47.7604 0.7816 0.339486910485 -1.348e-05
VELA28MRP_0.359040_0002721__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 359040 3.694 1.78551532033 1 F160W 50.0956 0.0695 50.6120 0.0440 24.1262 0.0157 7.1942 0.2278 3.71017896057 0.117480577023 2.6008 0.1245 0.3956 0.0108 82.1389 0.9116 0.322639605605 -1.256e-05
VELA28MRP_0.359040_0002721__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 359040 3.694 1.78551532033 5 F160W 50.2571 0.0348 50.2826 0.0414 24.1723 0.0150 4.2352 0.1081 2.18416918265 0.0557491236881 2.7072 0.1843 0.7856 0.0231 -40.1869 4.0459 0.212671492861 -8.973e-06
VELA28MRP_0.359040_0002721__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 359040 3.694 1.78551532033 6 F160W 50.1106 0.0702 50.5662 0.0437 24.1556 0.0172 7.3601 0.2516 3.79573658887 0.129754667159 2.6020 0.1218 0.4070 0.0107 76.9562 0.9864 0.371236546475 -7.007e-06
VELA28MRP_0.359040_0002721__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 359040 3.694 1.78551532033 7 F160W 50.4358 0.0322 50.3947 0.0409 24.2208 0.0137 3.9365 0.1110 2.03012419425 0.0572447060998 2.7193 0.1878 0.6721 0.0216 34.2618 2.4062 0.162510269535 -6.346e-06
VELA28MRP_0.359040_0002721__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 359040 3.694 1.78551532033 8 F160W 50.4033 0.0348 50.4084 0.0406 24.2362 0.0139 3.7179 0.1088 1.9173882235 0.0561101263392 2.7136 0.1938 0.7407 0.0228 33.2873 3.3385 0.168516342201 -4.733e-06
VELA28MRP_0.361888_0002788__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 361888 3.739 1.76243093923 0 F160W 50.7936 0.0605 50.3267 0.0438 24.2118 0.0215 7.0435 0.2917 3.63458341465 0.1505228909 2.8736 0.1661 0.4265 0.0132 52.8172 1.1477 0.378189284797 -2.291e-06
VELA28MRP_0.361888_0002788__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 361888 3.739 1.76243093923 1 F160W 50.2695 0.0743 50.6971 0.0397 24.2091 0.0151 7.5145 0.2317 3.87762860359 0.119561720334 2.3863 0.1157 0.3080 0.0085 70.2698 0.7356 0.330580981803 1.263e-06
VELA28MRP_0.361888_0002788__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 361888 3.739 1.76243093923 5 F160W 50.3127 0.0435 50.3498 0.0391 24.2354 0.0177 4.6094 0.1469 2.37854032675 0.0758032659348 2.8025 0.1885 0.7435 0.0245 -34.6848 3.3212 0.241381209893 -1.649e-06
VELA28MRP_0.361888_0002788__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 361888 3.739 1.76243093923 6 F160W 50.2690 0.0493 50.8425 0.0555 24.1889 0.0204 7.3095 0.2893 3.77184460416 0.149284444077 2.8423 0.1585 0.4411 0.0134 43.8684 1.1552 0.37782454816 -4.289e-06
VELA28MRP_0.361888_0002788__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 361888 3.739 1.76243093923 7 F160W 50.5431 0.0481 50.5192 0.0418 24.2508 0.0136 3.8638 0.1173 1.99379618052 0.0605290884558 2.7863 0.2041 0.7069 0.0244 72.9083 3.0946 0.173729176645 -2.533e-06
VELA28MRP_0.361888_0002788__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 361888 3.739 1.76243093923 8 F160W 50.5531 0.0517 50.4290 0.0441 24.2492 0.0129 3.8928 0.1120 2.0087607463 0.0577941850558 2.8637 0.1986 0.7413 0.0242 73.0431 3.5672 0.180773909778 -6.914e-06
VELA28MRP_0.364972_0002829__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 364972 3.783 1.7397260274 0 F160W 50.8276 0.0667 51.1173 0.0380 24.1349 0.0143 7.7869 0.2410 4.02019345391 0.124422635759 2.5741 0.1142 0.3077 0.0082 57.5698 0.7201 0.301534933048 -3.668e-06
VELA28MRP_0.364972_0002829__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 364972 3.783 1.7397260274 1 F160W 50.9264 0.0455 50.9591 0.0534 24.1385 0.0120 4.1768 0.1129 2.15638367236 0.058287616503 2.6214 0.1728 0.7099 0.0214 -8.9029 2.7986 0.193161641721 -1.258e-06
VELA28MRP_0.364972_0002829__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 364972 3.783 1.7397260274 5 F160W 50.8856 0.0557 50.9565 0.0495 24.1638 0.0134 4.6632 0.1156 2.40750056047 0.0596815630447 2.2171 0.1231 0.7897 0.0221 79.4744 3.9025 0.247134897963 4.802e-06
VELA28MRP_0.364972_0002829__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 364972 3.783 1.7397260274 6 F160W 50.9269 0.0665 50.9411 0.0457 24.0738 0.0199 7.5723 0.2996 3.90940051767 0.154676438479 2.9612 0.1524 0.4606 0.0134 75.4967 1.1443 0.349997237099 -9.657e-06
VELA28MRP_0.364972_0002829__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 364972 3.783 1.7397260274 7 F160W 50.9577 0.0437 51.0767 0.0510 24.1531 0.0140 4.0616 0.1052 2.09690861992 0.0543122874766 2.7149 0.1750 0.7131 0.0214 -2.6200 2.9119 0.180014316288 -1.100e-06
VELA28MRP_0.364972_0002829__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 364972 3.783 1.7397260274 8 F160W 50.9648 0.0446 51.0001 0.0489 24.1584 0.0135 3.8774 0.1105 2.00181048918 0.0570485529103 2.6986 0.1839 0.7595 0.0232 -2.3671 3.5918 0.177629956628 -3.870e-06
VELA28MRP_0.367709_0002969__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 367709 3.828 1.71739130435 0 F160W 51.3347 0.0446 51.7678 0.0522 24.0848 0.0191 6.6577 0.2562 3.43863143852 0.132324582746 3.3103 0.1921 0.4302 0.0127 40.7002 1.0664 0.312812183426 -2.120e-05
VELA28MRP_0.367709_0002969__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 367709 3.828 1.71739130435 1 F160W 51.7581 0.0649 51.8760 0.0409 24.1324 0.0151 7.0470 0.2289 3.63970075961 0.11822442229 2.7908 0.1274 0.3607 0.0099 -72.7307 0.8556 0.335238538995 -9.204e-06
